FIRST,LAST,NICKNAME,URL,FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB
Jordan,Williams,Bomaye,http://ufcstats.com/fighter-details/e26bd53b751d61d9,Jordan Williams,"6' 1""",185 lbs.,"75""",Southpaw,1990-10-13
Saul,Elizondo,,http://ufcstats.com/fighter-details/e295b96f135d758a,Saul Elizondo,"5' 7""",135 lbs.,,,1985-07-17
Chris,Horodecki,The Polish Hammer,http://ufcstats.com/fighter-details/e29cf523ebd155c5,Chris Horodecki,"5' 9""",155 lbs.,"69""",Orthodox,1987-09-24
Satoru,Kitaoka,,http://ufcstats.com/fighter-details/e2ac5bb645f33088,Satoru Kitaoka,"5' 6""",154 lbs.,,,1980-02-04
Shamar,Bailey,,http://ufcstats.com/fighter-details/e2b8186b618b00c4,Shamar Bailey,"5' 9""",155 lbs.,"75""",Southpaw,1982-09-22
MarQuel,Mederos,,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,MarQuel Mederos,"5' 10""",155 lbs.,"69""",Orthodox,1996-11-30
Aleksei,Kunchenko,,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,Aleksei Kunchenko,"5' 8""",170 lbs.,"70""",Orthodox,1984-05-02
Goldman,Butler,,http://ufcstats.com/fighter-details/e2d5072048b825b1,Goldman Butler,,,,,
Serghei,Spivac,Polar Bear,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,1995-01-24
Gabrielle,Holloway,Gabanator,http://ufcstats.com/fighter-details/e30715382f42b772,Gabrielle Holloway,"5' 3""",145 lbs.,,,1990-04-15
Todd,Moore,,http://ufcstats.com/fighter-details/e31502e3f79d00c5,Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,1983-12-30
Robert,Breslin,The Bullet,http://ufcstats.com/fighter-details/e319d6697d41f3cf,Robert Breslin,"5' 11""",155 lbs.,,,
Gugun,Gusman,The Tiger,http://ufcstats.com/fighter-details/e34e3b1fffa13a6a,Gugun Gusman,"5' 7""",135 lbs.,"68""",Orthodox,1990-03-03
Alex,Karalexis,The Assassin,http://ufcstats.com/fighter-details/e361e5c858af6ff1,Alex Karalexis,"5' 8""",155 lbs.,"66""",Orthodox,1977-09-20
Marcos,Vinicius,Vina,http://ufcstats.com/fighter-details/e363b21261814830,Marcos Vinicius,"5' 9""",125 lbs.,,Orthodox,1979-12-05
Piera,Rodriguez,La Fiera,http://ufcstats.com/fighter-details/e375cb5caf4717b6,Piera Rodriguez,"5' 3""",115 lbs.,"63""",Orthodox,1992-11-11
Keith,Berish,Sha Bang Bang,http://ufcstats.com/fighter-details/e3779ef06e98f185,Keith Berish,"6' 0""",205 lbs.,,Orthodox,1985-11-14
Jacqueline,Cavalcanti,,http://ufcstats.com/fighter-details/e3964ece586e0635,Jacqueline Cavalcanti,"5' 8""",135 lbs.,"70""",Orthodox,1997-08-29
Ryuichi,Murata,,http://ufcstats.com/fighter-details/e3a6c6d6d0ac0815,Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,
Marius,Enache,,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f,Marius Enache,"5' 11""",155 lbs.,,,1975-10-16
Xie,Bin,The Stalker,http://ufcstats.com/fighter-details/e415ea6f8d41c917,Xie Bin,"5' 9""",145 lbs.,"71""",Orthodox,1998-02-28
Dustin,Jacoby,The Hanyak,http://ufcstats.com/fighter-details/e4277e87a789d687,Dustin Jacoby,"6' 3""",205 lbs.,"76""",Orthodox,1988-04-04
Jimmy,Lawson,Greedy,http://ufcstats.com/fighter-details/e43eefb10d440cb0,Jimmy Lawson,"6' 0""",265 lbs.,"77""",Orthodox,1991-11-13
Lacey,Schuckman,,http://ufcstats.com/fighter-details/e44c679c30403cba,Lacey Schuckman,"5' 3""",125 lbs.,,,
Jason,Gonzalez,Nicoya,http://ufcstats.com/fighter-details/e45cfa47f504033a,Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,1990-02-28
Brian,Gassaway,,http://ufcstats.com/fighter-details/e4770d5ed44a3970,Brian Gassaway,"6' 1""",170 lbs.,,Orthodox,1972-08-07
Yuji,Nagata,,http://ufcstats.com/fighter-details/e49c2db95e572dc8,Yuji Nagata,"6' 0""",225 lbs.,,Orthodox,1968-04-24
Ignacio,Bahamondes,La Jaula,http://ufcstats.com/fighter-details/e4a47b07044ddd72,Ignacio Bahamondes,"6' 3""",155 lbs.,"75""",Orthodox,1997-08-27
Rolles,Gracie,,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7,Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,1978-07-14
Nick,Denis,The Ninja of Love,http://ufcstats.com/fighter-details/e4aaaa34535e32b6,Nick Denis,"5' 7""",135 lbs.,,Orthodox,1983-10-11
Dan,Argueta,The Determined,http://ufcstats.com/fighter-details/e4ba58725825412d,Dan Argueta,"5' 7""",135 lbs.,"68""",Southpaw,1993-08-13
Brendan,Seguin,,http://ufcstats.com/fighter-details/e4bb7e483c4ad318,Brendan Seguin,"6' 0""",185 lbs.,,,1976-07-03
Sanae,Kikuta,,http://ufcstats.com/fighter-details/e4bde462b043d3e1,Sanae Kikuta,"5' 9""",200 lbs.,,Orthodox,1971-09-10
Dominik,Humburger,,http://ufcstats.com/fighter-details/e4cbc82c36e47299,Dominik Humburger,,185 lbs.,,,1996-01-03
Mehdi,Baghdad,The Sultan,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,Mehdi Baghdad,"6' 1""",155 lbs.,,Orthodox,1985-04-13
Liam,McGeary,,http://ufcstats.com/fighter-details/e4e0993befecdaf8,Liam McGeary,"6' 6""",205 lbs.,,,1982-10-04
Alex,Torres,Rolo,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,Alex Torres,"5' 10""",145 lbs.,,Orthodox,1988-05-29
Ernesta,Kareckaite,Heavy-Handed,http://ufcstats.com/fighter-details/e4faa79383c9f214,Ernesta Kareckaite,"5' 9""",125 lbs.,"71""",Orthodox,1998-07-05
Paul,Felder,The Irish Dragon,http://ufcstats.com/fighter-details/e5010b1b94ca5755,Paul Felder,"5' 11""",155 lbs.,"70""",Orthodox,1984-04-25
Dustin,Neace,The Beast,http://ufcstats.com/fighter-details/e503aa5c252a1b4d,Dustin Neace,"5' 9""",145 lbs.,"69""",,1986-09-12
Aisling,Daly,Ais the Bash,http://ufcstats.com/fighter-details/e50cd77732d39967,Aisling Daly,"5' 2""",115 lbs.,"64""",Orthodox,1987-12-24
Patrick,Cummins,Durkin,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,Patrick Cummins,"6' 2""",205 lbs.,"76""",Orthodox,1980-11-16
Chris,de la Rocha,,http://ufcstats.com/fighter-details/e51ee8ded927fc51,Chris de la Rocha,"6' 3""",250 lbs.,"80""",Orthodox,1979-05-15
Michel,Prazeres,Tractor,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,1981-07-25
Luis,Pajuelo,Corazon de Leon,http://ufcstats.com/fighter-details/e530df53922f413e,Luis Pajuelo,"5' 10""",145 lbs.,"69""",Orthodox,1994-12-18
Remo,Cardarelli,,http://ufcstats.com/fighter-details/e5512a6aed150d8f,Remo Cardarelli,,135 lbs.,,,
Alex,Pereira,Poatan,http://ufcstats.com/fighter-details/e5549c82bfb5582d,Alex Pereira,"6' 4""",205 lbs.,"79""",Orthodox,1987-07-07
Justin,Edwards,Fast Eddy,http://ufcstats.com/fighter-details/e56daf7725a0b5ab,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,1983-01-26
Homer,Moore,The Rock,http://ufcstats.com/fighter-details/e56df3c1d8b4b1cc,Homer Moore,"5' 10""",205 lbs.,,Orthodox,1971-11-27
Shonte,Barnes,Shyne,http://ufcstats.com/fighter-details/e575b6ff678c1aca,Shonte Barnes,"5' 11""",185 lbs.,"76""",Southpaw,1987-02-09
Melvin,Manhoef,No Mercy,http://ufcstats.com/fighter-details/e5767ed355a937c2,Melvin Manhoef,"5' 9""",185 lbs.,,Orthodox,1976-05-11
Coty,Wheeler,Ox,http://ufcstats.com/fighter-details/e57f0b06ea39e360,Coty Wheeler,"5' 6""",135 lbs.,"67""",Orthodox,1978-10-11
Jake,Hecht,Hitman,http://ufcstats.com/fighter-details/e57fdbea1b828202,Jake Hecht,"6' 0""",170 lbs.,"73""",Orthodox,1984-02-09
Josiah,Harrell,Muscle Hamster,http://ufcstats.com/fighter-details/e5864a42c80294f6,Josiah Harrell,"5' 7""",170 lbs.,"68""",Southpaw,1998-11-13
Chris,Culley,,http://ufcstats.com/fighter-details/e59b13321562eed3,Chris Culley,,145 lbs.,,,1986-03-25
Billy,Pasulatan,,http://ufcstats.com/fighter-details/e5a59983f4603621,Billy Pasulatan,"5' 5""",125 lbs.,"66""",Switch,1991-08-07
Luis,Henrique,KLB,http://ufcstats.com/fighter-details/e5bda12faabfc850,Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,1993-08-21
Yuki,Sasaki,,http://ufcstats.com/fighter-details/e5c38954c006f15c,Yuki Sasaki,"6' 2""",185 lbs.,,Orthodox,1976-09-12
Evan,Dunham,,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,Evan Dunham,"5' 10""",155 lbs.,"70""",Southpaw,1981-12-18
Tina,Lahdemaki,Jelly Bean,http://ufcstats.com/fighter-details/e5ca2bc2451a5956,Tina Lahdemaki,"5' 2""",115 lbs.,,Orthodox,1988-05-28
Marvin,Maldonado,The Bulldog,http://ufcstats.com/fighter-details/e5ce754b01f922be,Marvin Maldonado,"5' 6""",135 lbs.,,,
Jason,High,The Kansas City Bandit,http://ufcstats.com/fighter-details/e5d03e4d966126bd,Jason High,"5' 8""",155 lbs.,"73""",Southpaw,1981-10-12
Alejandro,Garcia,Alex,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da,Alejandro Garcia,"5' 7""",145 lbs.,,,
Kyle,Driscoll,KD,http://ufcstats.com/fighter-details/e5e148d4363deff8,Kyle Driscoll,"5' 11""",145 lbs.,"74""",Orthodox,1994-09-23
Chris,Clements,The Menace,http://ufcstats.com/fighter-details/e5ecaf884b6da2bc,Chris Clements,"5' 10""",170 lbs.,"70""",Orthodox,1976-02-09
David,Barrios,,http://ufcstats.com/fighter-details/e6015889f50075d2,David Barrios,"5' 6""",145 lbs.,,,
Rashard,Lovelace,,http://ufcstats.com/fighter-details/e601d71cf8e5be22,Rashard Lovelace,,155 lbs.,,,
Jean Francois,Lenogue,,http://ufcstats.com/fighter-details/e60201cfab7d656d,Jean Francois Lenogue,"6' 0""",185 lbs.,,Orthodox,1972-11-29
Eddy,Ellis,Fast,http://ufcstats.com/fighter-details/e60d773a0a42048a,Eddy Ellis,"5' 9""",170 lbs.,,Orthodox,
Donny,Walker,Eagle Eye,http://ufcstats.com/fighter-details/e6147d5ab3685899,Donny Walker,"5' 9""",135 lbs.,,,1980-01-04
,Balajin,The Snow Leopard,http://ufcstats.com/fighter-details/e626e92a8f2a9737,Balajin,"5' 9""",145 lbs.,"72""",Orthodox,1992-03-31
Allan,Goes,,http://ufcstats.com/fighter-details/e62b36885ecdac27,Allan Goes,"6' 0""",205 lbs.,,Orthodox,1971-04-20
Sean,Lally,The Unpredictable One,http://ufcstats.com/fighter-details/e62ce041bb7aeb1f,Sean Lally,"6' 0""",170 lbs.,,Orthodox,1990-11-04
Li,Jingliang,The Leech,http://ufcstats.com/fighter-details/e64b96c07d7ce999,Li Jingliang,"6' 0""",170 lbs.,"71""",Orthodox,1988-03-20
Sherman,Pendergarst,The Tank,http://ufcstats.com/fighter-details/e670f8cc2969a789,Sherman Pendergarst,"6' 1""",235 lbs.,,Orthodox,1967-08-01
Jenna,Castillo,,http://ufcstats.com/fighter-details/e680418329c84ec4,Jenna Castillo,"5' 2""",125 lbs.,,,1982-05-05
Adli,Edwards,,http://ufcstats.com/fighter-details/e6904a03a66e711d,Adli Edwards,,145 lbs.,,,1989-08-28
Marcus,Hicks,The Wrecking Ball,http://ufcstats.com/fighter-details/e69c5ce12f4e762b,Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,1975-11-25
Reynaldo,Trujillo,The Truth,http://ufcstats.com/fighter-details/e6b233a007cb06c4,Reynaldo Trujillo,"5' 9""",155 lbs.,,,1982-01-01
Lavar,Johnson,Big,http://ufcstats.com/fighter-details/e6c5908910cc26e4,Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,1977-06-11
Rubens,Xavier,Macula,http://ufcstats.com/fighter-details/e6dac752a2418a88,Rubens Xavier,"6' 3""",220 lbs.,,Orthodox,
Chad,Cook,,http://ufcstats.com/fighter-details/e6daf9cdbf0da889,Chad Cook,"6' 2""",205 lbs.,,,1979-11-07
Sultan,Aliev,,http://ufcstats.com/fighter-details/e70de1859b7ee78e,Sultan Aliev,"5' 11""",170 lbs.,"74""",Orthodox,1984-09-17
Huang,Feier,Muscle Barbie,http://ufcstats.com/fighter-details/e71c75f533a30daa,Huang Feier,"5' 5""",115 lbs.,"65""",Orthodox,1994-03-12
Sean,Alvarez,,http://ufcstats.com/fighter-details/e741536153227386,Sean Alvarez,"6' 0""",235 lbs.,,Orthodox,1971-07-14
Brandon,Halsey,Bull,http://ufcstats.com/fighter-details/e763679f15326ae1,Brandon Halsey,"6' 0""",185 lbs.,,,1986-09-16
Aleksandra,Albu,Stitch,http://ufcstats.com/fighter-details/e76d9f656ceb82ab,Aleksandra Albu,"5' 2""",115 lbs.,"63""",Orthodox,1990-07-14
John,Dowdy,,http://ufcstats.com/fighter-details/e780ccc79a209985,John Dowdy,,,,,
Nick,Urso,,http://ufcstats.com/fighter-details/e78c4c3d329c531b,Nick Urso,"5' 6""",125 lbs.,"66""",Southpaw,1985-09-26
Justin,Wren,The Viking,http://ufcstats.com/fighter-details/e78f601035d677f2,Justin Wren,"6' 2""",265 lbs.,,Orthodox,1987-04-27
Casey,Kenney,,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07,Casey Kenney,"5' 7""",135 lbs.,"68""",Southpaw,1991-03-20
Osamu,Tachihikari,,http://ufcstats.com/fighter-details/e7bc606d269896aa,Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,
Willie,Peeters,,http://ufcstats.com/fighter-details/e7bfdb5e0112891e,Willie Peeters,"5' 9""",220 lbs.,,Orthodox,1965-10-26
Ronnie,Lawrence,The Heat,http://ufcstats.com/fighter-details/e7e01e266a9d4342,Ronnie Lawrence,"5' 8""",135 lbs.,"68""",Switch,1992-06-13
Ibragim,Magomedov,,http://ufcstats.com/fighter-details/e7e970d508529bf3,Ibragim Magomedov,"6' 0""",250 lbs.,,Orthodox,
Adrian,Serrano,,http://ufcstats.com/fighter-details/e7ec11096eac0282,Adrian Serrano,"5' 8""",170 lbs.,,,1963-12-23
KyuSung,Kim,,http://ufcstats.com/fighter-details/e7ecfab8fd86d3e1,KyuSung Kim,"5' 11""",125 lbs.,"69""",Orthodox,1992-11-05
Thomas,Gifford,The Young Lion,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7,Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,1992-07-26
Guto,Inocente,,http://ufcstats.com/fighter-details/e7fe5315b1efeb92,Guto Inocente,"6' 3""",205 lbs.,,Orthodox,1986-05-29
Islam,Dulatov,The Ripper,http://ufcstats.com/fighter-details/e803242fb2e41112,Islam Dulatov,"6' 3""",170 lbs.,"75""",Orthodox,1998-08-02
Charlie,Ward,,http://ufcstats.com/fighter-details/e81dd0bb8a64b550,Charlie Ward,"5' 11""",170 lbs.,,Orthodox,1980-12-17
Rafael ,Del Real,,http://ufcstats.com/fighter-details/e82b2adcaeff71ec,RafaelDel Real,"5' 11""",225 lbs.,,,
Joe,Merritt,,http://ufcstats.com/fighter-details/e82d5f54daa85a7e,Joe Merritt,"6' 0""",170 lbs.,,Orthodox,1984-03-07
Jonny,Goh,,http://ufcstats.com/fighter-details/e86af30738a5452a,Jonny Goh,"5' 11""",155 lbs.,,,
Forrest,Petz,The Meat Cleaver,http://ufcstats.com/fighter-details/e86bc32f5997a8f7,Forrest Petz,"5' 9""",170 lbs.,"71""",Orthodox,1975-09-22
Katlyn,Cerminara,Blonde Fighter,http://ufcstats.com/fighter-details/e872e9a9a902c045,Katlyn Cerminara,"5' 9""",125 lbs.,"68""",Orthodox,1988-12-28
John Paul,Elias,,http://ufcstats.com/fighter-details/e873203fd50542f6,John Paul Elias,"6' 4""",205 lbs.,,,
Ali,AlQaisi,The Royal Fighter,http://ufcstats.com/fighter-details/e87a13e02c01331d,Ali AlQaisi,"5' 6""",135 lbs.,"68""",Orthodox,1990-09-23
Pauline,Macias,PITA,http://ufcstats.com/fighter-details/e88b83dea18f5d31,Pauline Macias,"5' 4""",115 lbs.,"64""",Southpaw,1988-06-27
Alexa,Grasso,,http://ufcstats.com/fighter-details/e8b731feff72294b,Alexa Grasso,"5' 5""",125 lbs.,"66""",Orthodox,1993-08-09
Tulio,Palhares,,http://ufcstats.com/fighter-details/e8c170a64dc920ac,Tulio Palhares,,180 lbs.,,,
Cesar,Marscucci,,http://ufcstats.com/fighter-details/e8efeb9cf33b1941,Cesar Marscucci,,,,,
Marcus,Bossett,The Grasshopper,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6,Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,
Daniel,Barez,,http://ufcstats.com/fighter-details/e8fe9c15d348e778,Daniel Barez,"5' 6""",125 lbs.,"66""",Orthodox,1988-12-10
Issa,Isakov,Determinator,http://ufcstats.com/fighter-details/e9095aeb36f2aeb8,Issa Isakov,"5' 9""",155 lbs.,"70""",Orthodox,1989-10-22
Azamat,Murzakanov,The Professional,http://ufcstats.com/fighter-details/e90a2f22417af68e,Azamat Murzakanov,"5' 10""",205 lbs.,"71""",Southpaw,1989-04-12
Marc,Cofer,,http://ufcstats.com/fighter-details/e90d9d0681270953,Marc Cofer,,185 lbs.,,,1972-03-03
Edson,Gomez,,http://ufcstats.com/fighter-details/e90f4291f93708e6,Edson Gomez,"5' 8""",170 lbs.,"69""",Switch,1991-02-23
Dhiego,Lima,,http://ufcstats.com/fighter-details/e9213f53ddeca978,Dhiego Lima,"6' 2""",170 lbs.,"75""",Orthodox,1989-01-31
Askar,Mozharov,,http://ufcstats.com/fighter-details/e92901944ce91909,Askar Mozharov,"6' 3""",205 lbs.,"74""",Orthodox,1994-10-26
Dooho,Choi,The Korean Superboy,http://ufcstats.com/fighter-details/e93b04e308913c2e,Dooho Choi,"5' 10""",145 lbs.,"70""",Orthodox,1991-04-10
Sam,Hughes,Sampage,http://ufcstats.com/fighter-details/e94085e821bd81de,Sam Hughes,"5' 5""",115 lbs.,"64""",Orthodox,1992-06-28
Craig,Jones,,http://ufcstats.com/fighter-details/e947b563eb744a21,Craig Jones,,205 lbs.,,,1991-07-17
David,Smith,,http://ufcstats.com/fighter-details/e955046551f8c7dd,David Smith,,155 lbs.,,,
Andy,Ologun,,http://ufcstats.com/fighter-details/e96d8538d3f9d0ed,Andy Ologun,"6' 0""",154 lbs.,,Orthodox,1983-06-12
SangWon,Kim,No Problem,http://ufcstats.com/fighter-details/e9712cad24948ce1,SangWon Kim,"5' 9""",145 lbs.,"69""",Orthodox,1993-09-01
Tom,Duquesnoy,Fire Kid,http://ufcstats.com/fighter-details/e979c76341f19b22,Tom Duquesnoy,"5' 7""",135 lbs.,"68""",Orthodox,1993-06-21
Pedro,Nobre,The Rock,http://ufcstats.com/fighter-details/e983c62faf677ab2,Pedro Nobre,"5' 5""",135 lbs.,,,1986-02-13
Lara,Procopio,,http://ufcstats.com/fighter-details/e99821959a840bb8,Lara Procopio,"5' 4""",125 lbs.,"67""",Orthodox,1995-11-14
Mitch,Ramirez,,http://ufcstats.com/fighter-details/e99eb0ef25885de5,Mitch Ramirez,"5' 11""",155 lbs.,"71""",Orthodox,1992-11-03
Ilir,Latifi,The Sledgehammer,http://ufcstats.com/fighter-details/e9a3aeb207578eea,Ilir Latifi,"5' 10""",230 lbs.,"73""",Orthodox,1982-07-28
John,Phillips,The Welsh Wrecking Machine,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,John Phillips,"5' 11""",185 lbs.,"75""",Southpaw,1985-06-09
Victor,Reyna,Kelevra,http://ufcstats.com/fighter-details/e9bbcc6530e4cbe6,Victor Reyna,"5' 11""",170 lbs.,"74""",Southpaw,1986-08-05
Ashkan,Mokhtarian,The Assassin,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,1985-09-15
Ricardo,Funch,Golden Boy,http://ufcstats.com/fighter-details/e9e1acc96536bb4f,Ricardo Funch,"5' 10""",170 lbs.,"74""",Southpaw,1980-08-14
Humberto,Brown Morrison,,http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b,Humberto Brown Morrison,"5' 10""",145 lbs.,,,1984-11-03
James,Reese,JP,http://ufcstats.com/fighter-details/e9ec08ebb3f92aa3,James Reese,"5' 9""",155 lbs.,,,1980-12-21
Ray,Wizard,,http://ufcstats.com/fighter-details/ea0ad155451ed1f5,Ray Wizard,,,,,
Thomas,Ramirez,,http://ufcstats.com/fighter-details/ea398c802d9998ee,Thomas Ramirez,"6' 1""",410 lbs.,,Sideways,
Martin,Day,The Spartan,http://ufcstats.com/fighter-details/ea3dcc417c322064,Martin Day,"5' 10""",145 lbs.,"73""",Orthodox,1988-11-10
Gideon,Ray,,http://ufcstats.com/fighter-details/ea3ef6206c7907d5,Gideon Ray,"5' 10""",185 lbs.,,Southpaw,1973-05-27
Makhmud,Muradov,,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,1990-02-08
Shaun,Etchell,The Buzzsaw,http://ufcstats.com/fighter-details/ea9bfe9c25037bba,Shaun Etchell,"5' 7""",125 lbs.,"68""",Switch,1993-08-05
Tsuyoshi,Tamakairiki,,http://ufcstats.com/fighter-details/eaa0a728cc91ef60,Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,,Orthodox,
Braxton,Smith,The Beautiful Monster,http://ufcstats.com/fighter-details/eaa9402e5a7990ad,Braxton Smith,"5' 11""",257 lbs.,"72""",Orthodox,1990-01-01
Paul,Craig,Bearjew,http://ufcstats.com/fighter-details/eabf206b162b3b83,Paul Craig,"6' 3""",185 lbs.,"76""",Orthodox,1987-11-27
Abdul,Razak Alhassan,,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,"5' 10""",185 lbs.,"73""",Orthodox,1985-08-11
Arman,Tsarukyan,Ahalkalakets,http://ufcstats.com/fighter-details/eae48ff31db420c2,Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,1996-10-11
Tom,Egan,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01,Tom Egan,"5' 11""",170 lbs.,,Orthodox,
Mike,Guymon,The Joker,http://ufcstats.com/fighter-details/eaea0fc7b76525a8,Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,1974-09-17
Steven,Ciaccio,Stryker,http://ufcstats.com/fighter-details/eaebaa6801338ea1,Steven Ciaccio,"6' 0""",170 lbs.,,,
Russell,Patrick,,http://ufcstats.com/fighter-details/eafedba0617ced81,Russell Patrick,"5' 9""",145 lbs.,,,
Michelle,Waterson-Gomez,The Karate Hottie,http://ufcstats.com/fighter-details/eb04b9d31e938edb,Michelle Waterson-Gomez,"5' 3""",115 lbs.,"62""",Orthodox,1986-01-06
Caol,Uno,Uno Shoten,http://ufcstats.com/fighter-details/eb1723480fa2f96c,Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,1975-05-08
Matt,Wiman,,http://ufcstats.com/fighter-details/eb29176b03dfa888,Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,1983-09-19
Ismael,Bonfim,Marreta,http://ufcstats.com/fighter-details/eb393afdbe3293d5,Ismael Bonfim,"5' 8""",155 lbs.,"71""",Orthodox,1995-12-28
Seth,Dikun,,http://ufcstats.com/fighter-details/eb42d4febfafefd1,Seth Dikun,"5' 10""",135 lbs.,"69""",Orthodox,1980-08-05
Eric,Wray,,http://ufcstats.com/fighter-details/eb6edce3028f05c0,Eric Wray,"6' 0""",170 lbs.,,Orthodox,
Yanis,Ghemmouri,The Desert Warrior,http://ufcstats.com/fighter-details/eb70e786bbdf1d16,Yanis Ghemmouri,"5' 9""",135 lbs.,"69""",Orthodox,1995-01-24
Kemran,Lachinov,,http://ufcstats.com/fighter-details/eb84192d1a97f69e,Kemran Lachinov,,170 lbs.,,,
Eiji,Ishikawa,,http://ufcstats.com/fighter-details/eb89dc31949a1427,Eiji Ishikawa,"5' 10""",170 lbs.,,,1979-10-12
Victor,Henry,La Mangosta,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,Victor Henry,"5' 7""",135 lbs.,"68""",Switch,1987-05-04
Tokitaka,Nakanishi,Toky,http://ufcstats.com/fighter-details/eb9446a4f44e19cf,Tokitaka Nakanishi,"5' 6""",135 lbs.,"66""",Orthodox,1996-07-28
Jonas,Bilharinho,,http://ufcstats.com/fighter-details/ebbf571f349e79d9,Jonas Bilharinho,"5' 11""",145 lbs.,"75""",Switch,1990-05-22
Stefan,Struve,Skyscraper,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,1988-02-18
Nick,Agallar,,http://ufcstats.com/fighter-details/ebc5af72ad5a28cb,Nick Agallar,"5' 8""",155 lbs.,,Orthodox,1979-01-13
Jordan,Griffin,Native Psycho,http://ufcstats.com/fighter-details/ebef46976554f975,Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,1990-02-28
Hisaki,Kato,,http://ufcstats.com/fighter-details/ebf1c247b2cba375,Hisaki Kato,"6' 0""",185 lbs.,,,1982-09-17
David,Blanco,,http://ufcstats.com/fighter-details/ebf298f8ac7e232b,David Blanco,"5' 7""",145 lbs.,,,
Liang,Na,The Dragon Girl,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,Liang Na,"5' 5""",125 lbs.,"67""",Orthodox,1996-07-27
Kaue,Fernandes,,http://ufcstats.com/fighter-details/ec13c393d029297d,Kaue Fernandes,"5' 9""",155 lbs.,"73""",Orthodox,1995-03-17
Kazula,Vargas,,http://ufcstats.com/fighter-details/ec18eb918121787c,Kazula Vargas,"5' 8""",155 lbs.,"71""",Southpaw,1985-08-15
Trevin,Jones,5 Star,http://ufcstats.com/fighter-details/ec23c1be628d8057,Trevin Jones,"5' 7""",135 lbs.,"70""",Southpaw,1990-08-04
Sheldon,Westcott,,http://ufcstats.com/fighter-details/ec2d13a87d3d9541,Sheldon Westcott,"6' 1""",170 lbs.,"71""",Southpaw,1984-08-20
Matthieu,Duclos,,http://ufcstats.com/fighter-details/ec322adbabbfa6e7,Matthieu Duclos,"6' 3""",185 lbs.,"77""",Orthodox,1995-04-04
Xavier,Foupa-Pokam,Professor X,http://ufcstats.com/fighter-details/ec33146e43e58933,Xavier Foupa-Pokam,"6' 1""",185 lbs.,,Open Stance,1982-07-03
Claudia,Gadelha,Claudinha,http://ufcstats.com/fighter-details/ec34349e7dffcde7,Claudia Gadelha,"5' 4""",115 lbs.,"63""",Orthodox,1988-12-07
Vincent,Eazelle,The Real Deal,http://ufcstats.com/fighter-details/ec421d5de0aea624,Vincent Eazelle,"5' 11""",155 lbs.,,,1980-12-07
Brett,Johns,The Pikey,http://ufcstats.com/fighter-details/ec52462a1b41f714,Brett Johns,"5' 7""",135 lbs.,"71""",Orthodox,1992-02-21
